date,signal,prediction,target_return,pnl,cumulative_pnl,period,abs_return,hit
2016-08-01 12:00:00,1,0.16827196,0.001563530458697466,0.0002630983329722208,0.0002630983329722208,training,0.001563530458697466,True
2016-08-02 12:00:00,-1,-0.5425582,-7.690406707395142e-05,4.172493168189665e-05,0.00030482326465411743,training,7.690406707395142e-05,True
2016-08-03 12:00:00,1,0.034297153,-0.0005271999913402979,-1.8081458951062818e-05,0.0002867418057030546,training,0.0005271999913402979,False
2016-08-04 12:00:00,-1,-0.55383956,0.0024661055004346647,-0.0013658267959363373,-0.0010790849902332826,training,0.0024661055004346647,False
2016-08-05 12:00:00,1,0.6107754,-0.0012788799222195192,-0.0007811084102782475,-0.0018601934005115302,training,0.0012788799222195192,False
2016-08-08 12:00:00,1,0.14514755,-0.00034646430778676715,-5.028844444189312e-05,-0.0019104818449534233,training,0.00034646430778676715,False
2016-08-09 12:00:00,1,0.38927042,-0.00014112181875101205,-5.493455033979994e-05,-0.0019654163952932233,training,0.00014112181875101205,False
2016-08-10 12:00:00,1,0.48356375,-0.0009475449072154234,-0.0004581983695572509,-0.0024236147648504743,training,0.0009475449072154234,False
2016-08-11 12:00:00,1,0.8512036,-0.002292178599421483,-0.0019511107225084602,-0.004374725487358935,training,0.002292178599421483,False
2016-08-12 12:00:00,-1,-0.423848,0.001731001179721852,-0.0007336813934737267,-0.005108406880832661,training,0.001731001179721852,False
2016-08-15 12:00:00,1,0.9217687,0.010935667040408286,0.010080155863968942,0.0049717489831362805,training,0.010935667040408286,True
2016-08-16 12:00:00,-1,-0.24658321,7.148375371552606e-05,-1.762669334263316e-05,0.0049541222897936475,training,7.148375371552606e-05,False
2016-08-17 12:00:00,1,0.24394879,0.0022286504654001928,0.0005436765786860167,0.005497798868479664,training,0.0022286504654001928,True
2016-08-18 12:00:00,1,0.18409109,-0.0010971966512960246,-0.00020198412874980086,0.0052958147397298636,training,0.0010971966512960246,False
2016-08-19 12:00:00,1,0.6912538,0.0034462796901003428,0.0023822538672635773,0.007678068606993441,training,0.0034462796901003428,True
2016-08-22 12:00:00,1,0.007127948,2.7665435038317243e-05,1.9719778526464843e-07,0.007678265804778706,training,2.7665435038317243e-05,True
2016-08-23 12:00:00,-1,-0.43821275,-0.001820785130442662,0.0007978912634350744,0.00847615706821378,training,0.001820785130442662,True
