date,signal,prediction,target_return,pnl,cumulative_pnl,period,abs_return,hit
2017-02-13 12:00:00,1,0.20655318,-0.0005023642617288147,-0.00010376493379179819,-0.00010376493379179819,training,0.0005023642617288147,False
2017-02-14 12:00:00,-1,-0.489434,0.0005482589658084642,-0.0002683365807713076,-0.0003721015145631058,training,0.0005482589658084642,False
2017-02-15 12:00:00,1,0.49631268,0.0009817605390879467,0.0004872602021722713,0.00011515868760916554,training,0.0009817605390879467,True
2017-02-16 12:00:00,1,0.24864924,0.00040912406137307505,0.00010172838673797235,0.0002168870743471379,training,0.00040912406137307505,True
2017-02-17 12:00:00,1,0.7192801,0.0,0.0,0.0002168870743471379,training,0.0,False
2017-02-20 12:00:00,-1,-0.15221031,6.0000122239606764e-05,-9.132637212218998e-06,0.0002077544371349189,training,6.0000122239606764e-05,False
2017-02-21 12:00:00,-1,-0.8155688,0.0005358885634673144,-0.00043705399518135856,-0.00022929955804643965,training,0.0005358885634673144,False
2017-02-22 12:00:00,1,0.32502857,0.0008547759855522442,0.0002778266149775571,4.852705693111746e-05,training,0.0008547759855522442,True
2017-02-23 12:00:00,-1,-0.021567859,-4.666837184016927e-05,1.0065368522020562e-06,4.953359378331951e-05,training,4.666837184016927e-05,True
2017-02-24 12:00:00,-1,-0.4244936,0.0009162331845342579,-0.00038893513289171177,-0.0003394015391083923,training,0.0009162331845342579,False
2017-02-27 12:00:00,1,0.57951117,-0.0007588204342266551,-0.00043974491433412604,-0.0007791464534425183,training,0.0007588204342266551,False
2017-02-28 12:00:00,1,0.18831304,-0.0010123693074725506,-0.00019064233901474424,-0.0009697887924572625,training,0.0010123693074725506,False
2017-03-01 12:00:00,-1,-0.12148593,0.0002562487559927986,-3.113061937137301e-05,-0.0010009194118286355,training,0.0002562487559927986,False
2017-03-02 12:00:00,-1,-0.19850807,0.00018354883857529526,-3.643592549794049e-05,-0.001037355337326576,training,0.00018354883857529526,False
2017-03-03 12:00:00,-1,-0.3991149,-0.0006332225664645294,0.00025272856559046793,-0.000784626771736108,training,0.0006332225664645294,True
2017-03-06 12:00:00,-1,-0.16775702,0.0001217796616779887,-2.0429393066712442e-05,-0.0008050561648028204,training,0.0001217796616779887,False
2017-03-07 12:00:00,1,0.8341186,-0.0019282794691612417,-0.0016084137802113664,-0.002413469945014187,training,0.0019282794691612417,False
2017-03-08 12:00:00,-1,-0.29489574,3.904093974492169e-05,-1.151300675247446e-05,-0.002424982951766661,training,3.904093974492169e-05,False
2017-03-09 12:00:00,1,0.11694582,6.968434604074239e-05,8.149292854170447e-06,-0.0024168336589124907,training,6.968434604074239e-05,True
2017-03-10 12:00:00,-1,-0.21936393,0.00015972749098120418,-3.5038449805854644e-05,-0.0024518721087183454,training,0.00015972749098120418,False
2017-03-13 12:00:00,1,0.751437,0.00029858424174075097,0.00022436724936334633,-0.002227504859354999,training,0.00029858424174075097,True
2017-03-14 12:00:00,1,0.7295022,-4.8295412186714486e-05,-3.5231609492289635e-05,-0.0022627364688472887,training,4.8295412186714486e-05,False
2017-03-15 12:00:00,-1,-0.256567,-0.0009681773635576356,0.0002484023629359347,-0.002014334105911354,training,0.0009681773635576356,True
2017-03-16 12:00:00,-1,-0.6742537,-0.00017786815331100606,0.00011992826086696575,-0.0018944058450443882,training,0.00017786815331100606,True
2017-03-17 12:00:00,1,0.54852885,0.00032536476970323894,0.00017847196298140057,-0.0017159338820629878,training,0.00032536476970323894,True
2017-03-20 12:00:00,-1,-0.32598147,-0.0006012437324908386,0.00019599431452047494,-0.0015199395675425129,training,0.0006012437324908386,True
2017-03-21 12:00:00,1,0.08034673,0.00011625308341315137,9.340555491982059e-06,-0.0015105990120505308,training,0.00011625308341315137,True
2017-03-22 12:00:00,1,0.64698017,-0.00046744051433744884,-0.00030242474176461764,-0.0018130237538151483,training,0.00046744051433744884,False
2017-03-23 12:00:00,1,0.13921157,0.00018300455535180595,2.5476350599524935e-05,-0.0017875474032156234,training,0.00018300455535180595,True
2017-03-24 12:00:00,-1,-0.0582994,-6.125495131322021e-05,3.571126903221403e-06,-0.001783976276312402,training,6.125495131322021e-05,True
2017-03-27 12:00:00,1,0.034057256,-3.573923351147483e-05,-1.2171802190235533e-06,-0.0017851934565314255,training,3.573923351147483e-05,False
2017-03-28 12:00:00,-1,-0.33609724,-6.618258755129597e-05,2.2243785041698603e-05,-0.0017629496714897269,training,6.618258755129597e-05,True
2017-03-29 12:00:00,-1,-0.42483813,0.00030674232902939996,-0.00013031583613945725,-0.0018932655076291842,training,0.00030674232902939996,False
2017-03-30 12:00:00,1,0.07298303,8.149172089174269e-05,5.947512425740726e-06,-0.0018873179952034434,training,8.149172089174269e-05,True
2017-03-31 12:00:00,-1,-0.8760906,-0.0020122831419143545,0.0017629423173708566,-0.00012437567783258685,training,0.0020122831419143545,True
2017-04-03 12:00:00,1,0.046631694,-2.7466311816769746e-05,-1.2808006435543187e-06,-0.00012565647847614117,training,2.7466311816769746e-05,False
2017-04-04 12:00:00,-1,-0.2203313,-0.0,0.0,-0.00012565647847614117,training,0.0,False
2017-04-05 12:00:00,-1,-0.9124882,-0.0005974909783408803,0.0005452034805603193,0.0004195470020841781,training,0.0005974909783408803,True
2017-04-06 12:00:00,-1,-0.080679566,6.338165551667907e-05,-5.113604438411187e-06,0.0004144333976457669,training,6.338165551667907e-05,False
2017-04-07 12:00:00,-1,-0.2068599,0.0002977180317966442,-6.158592274634903e-05,0.0003528474748994179,training,0.0002977180317966442,False
2017-04-10 12:00:00,-1,-0.2669503,-0.00045447276330481284,0.00012132164472200209,0.00047416911962142,training,0.00045447276330481284,True
2017-04-11 12:00:00,-1,-0.36110815,-0.00042474983813972525,0.00015338062998726434,0.0006275497496086844,training,0.00042474983813972525,True
2017-04-12 12:00:00,-1,-0.44309068,-0.0010121507442988735,0.0004484745587819699,0.0010760243083906542,training,0.0010121507442988735,True
2017-04-13 12:00:00,1,0.48438722,0.0007263124086250809,0.00035181644770436156,0.0014278407560950157,training,0.0007263124086250809,True
2017-04-17 12:00:00,-1,-0.10825901,-0.00017616840352585621,1.9071816489449674e-05,0.0014469125725844654,training,0.00017616840352585621,True
2017-04-18 12:00:00,1,0.48155504,-0.000625639917696546,-0.0003012800585018279,0.0011456325140826375,training,0.000625639917696546,False
2017-04-19 12:00:00,-1,-0.03037396,2.3717304060447966e-05,-7.203884622344798e-07,0.001144912125620403,training,2.3717304060447966e-05,False
2017-04-20 12:00:00,-1,-0.42877516,-0.0005865597284606641,0.0002515022423029009,0.001396414367923304,training,0.0005865597284606641,True
2017-04-21 12:00:00,1,0.5040212,-0.0011477386439552382,-0.0005784846400145592,0.0008179297279087447,training,0.0011477386439552382,False
2017-04-24 12:00:00,-1,-0.50301313,0.0008527314001479966,-0.00042893509405094187,0.0003889946338578028,training,0.0008527314001479966,False
2017-04-25 12:00:00,-1,-0.17726114,0.0001620408759333517,-2.872355103019937e-05,0.00036027108282760345,training,0.0001620408759333517,False
2017-04-26 12:00:00,-1,-0.09061835,-0.00011840892409742478,1.0730021281012696e-05,0.00037100110410861613,training,0.00011840892409742478,True
2017-04-27 12:00:00,-1,-0.50681543,0.00019838808722685174,-0.00010054614442954858,0.00027045495967906755,training,0.00019838808722685174,False
2017-04-28 12:00:00,1,0.13142087,-0.00010293390691595486,-1.3527663152140356e-05,0.0002569272965269272,training,0.00010293390691595486,False
2017-05-01 12:00:00,1,0.44296002,0.0005497217801254143,0.00024350477285171233,0.0005004320693786395,training,0.0005497217801254143,True
2017-05-02 12:00:00,-1,-0.11693455,3.0521253582703936e-05,-3.5689891382450435e-06,0.0004968630802403945,training,3.0521253582703936e-05,False
2017-05-03 12:00:00,1,0.5259833,-0.0012356693985505131,-0.0006499414358102054,-0.00015307835556981097,training,0.0012356693985505131,False
2017-05-04 12:00:00,1,0.060733385,1.5893591202900307e-05,9.652715996628123e-07,-0.00015211308397014816,training,1.5893591202900307e-05,True
2017-05-05 12:00:00,-1,-0.5690485,0.0006326896603236875,-0.0003600311172958172,-0.0005121442012659653,training,0.0006326896603236875,False
2017-05-08 12:00:00,1,0.8025938,-0.0007880413306744972,-0.0006324771076153517,-0.001144621308881317,training,0.0007880413306744972,False
