date,portfolio_return_pct,num_positions,total_notional,cumulative_return_pct,utilization_pct
2025-01-02,0.03645719999999647,27,44747827.9625,0.03645719999999647,89.495655925
2025-01-03,0.1709284250000008,27,44768310.1125,0.20738562499999727,89.536620225
2025-01-06,0.39271752499999835,27,41100091.0375,0.6001031499999956,82.200182075
2025-01-07,0.24785302500000048,27,44489686.0125,0.8479561749999961,88.979372025
2025-01-08,-0.02268449999999938,27,44564572.725,0.8252716749999968,89.12914545
2025-01-09,0.2604234749999998,24,34853936.15,1.0856951499999965,69.70787229999999
2025-01-10,-0.05367617499999966,27,41169907.5375,1.0320189749999968,82.339815075
2025-01-13,0.30575217499999874,27,44548361.625,1.3377711499999956,89.09672325
2025-01-14,-0.03126615000000013,27,44469886.175,1.3065049999999954,88.93977234999998
2025-01-15,0.1799464250000004,27,44672643.675000004,1.4864514249999958,89.34528735
2025-01-16,0.24868102499999917,27,44798003.1,1.735132449999995,89.5960062
2025-01-17,-0.2431460750000001,27,44437752.475,1.4919863749999949,88.87550495
2025-01-20,0.10165027499999904,20,42338880.1125,1.5936366499999939,84.677760225
2025-01-21,0.16223994999999963,27,44453678.725,1.7558765999999935,88.90735745
2025-01-22,0.051779575000000314,27,44497573.5125,1.8076561749999938,88.99514702500001
2025-01-23,0.19514037499999826,27,44338550.3875,2.0027965499999922,88.677100775
2025-01-24,-0.034283374999999464,27,41246315.8375,1.9685131749999927,82.492631675
2025-01-27,0.2718348250000005,27,44568282.2125,2.2403479999999933,89.136564425
2025-01-28,0.18431519999999763,27,44290095.575,2.424663199999991,88.58019115
2025-01-29,-0.09725699999999937,27,44404695.675,2.3274061999999915,88.80939134999998
2025-01-30,0.06474275000000046,27,44597782.675,2.392148949999992,89.19556535
2025-01-31,0.12066662499999836,27,44654540.6375,2.5128155749999905,89.309081275
2025-02-03,0.055338824999999,27,41663992.6875,2.5681543999999894,83.327985375
2025-02-04,-0.33755489999999927,27,41508107.5,2.23059949999999,83.016215
2025-02-05,0.0005418499999999028,27,44780210.8125,2.23114134999999,89.560421625
2025-02-06,0.2461447749999995,27,44696298.55,2.4772861249999893,89.39259709999999
2025-02-07,0.20686820000000175,27,44509282.625,2.6841543249999913,89.01856525000001
2025-02-10,0.0074323250000008275,27,41493436.625,2.691586649999992,82.98687325
2025-02-11,0.20875512500000185,27,44590046.6875,2.900341774999994,89.180093375
2025-02-12,0.04700252500000083,27,44582112.6375,2.947344299999995,89.164225275
2025-02-13,0.2915815499999996,27,44678350.1625,3.2389258499999944,89.356700325
2025-02-14,0.18119325000000072,27,44768684.9125,3.420119099999995,89.537369825
2025-02-17,-0.2810440000000004,20,42574407.875,3.1390750999999946,85.14881575
