date,signal_direction,signal,prediction,target_return,pnl,cumulative_pnl,period,abs_return,hit
2017-02-09 12:00:00,1,1.0,1.0,0.007621087107136051,0.007621087107136051,0.007621087107136051,training,0.007621087107136051,True
2017-02-10 12:00:00,1,1.0,1.0,0.004262788365095257,0.004262788365095257,0.011883875472231308,training,0.004262788365095257,True
2017-02-13 12:00:00,0,0.0,0.0,0.0,0.0,0.011883875472231308,training,0.0,False
2017-02-14 12:00:00,1,1.0,1.0,0.005618328235220675,0.005618328235220675,0.017502203707451983,training,0.005618328235220675,True
2017-02-15 12:00:00,-1,-1.0,-1.0,-0.00012468827930177398,0.00012468827930177398,0.017626891986753757,training,0.00012468827930177398,True
2017-02-16 12:00:00,1,1.0,1.0,0.0003739016638623475,0.0003739016638623475,0.018000793650616104,training,0.0003739016638623475,True
2017-02-17 12:00:00,-1,-1.0,-1.0,-0.0046758104738154616,0.0046758104738154616,0.022676604124431565,training,0.0046758104738154616,True
2017-02-20 12:00:00,1,1.0,1.0,0.0038473471920571177,0.0038473471920571177,0.026523951316488683,training,0.0038473471920571177,True
2017-02-21 12:00:00,1,1.0,1.0,-0.0008048040611650805,-0.0008048040611650805,0.025719147255323604,training,0.0008048040611650805,False
2017-02-22 12:00:00,0,0.0,0.0,-0.0,-0.0,0.025719147255323604,training,0.0,False
2017-02-23 12:00:00,1,1.0,1.0,0.0025666708401151303,0.0025666708401151303,0.028285818095438734,training,0.0025666708401151303,True
2017-02-24 12:00:00,1,1.0,1.0,0.006505692480920863,0.006505692480920863,0.0347915105763596,training,0.006505692480920863,True
2017-02-27 12:00:00,0,0.0,0.0,-0.0,-0.0,0.0347915105763596,training,0.0,False
2017-02-28 12:00:00,-1,-1.0,-1.0,-0.012277968214397037,0.012277968214397037,0.04706947879075663,training,0.012277968214397037,True
2017-03-01 12:00:00,1,1.0,1.0,-0.006039317187403682,-0.006039317187403682,0.041030161603352946,training,0.006039317187403682,False
2017-03-02 12:00:00,1,1.0,1.0,-0.009232294442034878,-0.009232294442034878,0.03179786716131807,training,0.009232294442034878,False
2017-03-03 12:00:00,1,1.0,1.0,-0.007501406513721323,-0.007501406513721323,0.024296460647596746,training,0.007501406513721323,False
2017-03-06 12:00:00,0,0.0,0.0,-0.0,-0.0,0.024296460647596746,training,0.0,False
2017-03-07 12:00:00,1,1.0,1.0,-0.0037721614485099965,-0.0037721614485099965,0.02052429919908675,training,0.0037721614485099965,False
2017-03-08 12:00:00,1,1.0,1.0,-0.006511157468866668,-0.006511157468866668,0.014013141730220082,training,0.006511157468866668,False
2017-03-09 12:00:00,-1,-1.0,-1.0,0.005197439310388569,-0.005197439310388569,0.008815702419831513,training,0.005197439310388569,False
2017-03-10 12:00:00,-1,-1.0,-1.0,-0.005661937782301586,0.005661937782301586,0.014477640202133098,training,0.005661937782301586,True
2017-03-13 12:00:00,-1,-1.0,-1.0,0.006578947368420966,-0.006578947368420966,0.007898692833712133,training,0.006578947368420966,False
2017-03-14 12:00:00,1,1.0,1.0,0.007515923566878952,0.007515923566878952,0.015414616400591084,training,0.007515923566878952,True
2017-03-15 12:00:00,1,1.0,1.0,0.007899393326592518,0.007899393326592518,0.0233140097271836,training,0.007899393326592518,True
2017-03-16 12:00:00,1,1.0,1.0,0.002321058904711151,0.002321058904711151,0.025635068631894752,training,0.002321058904711151,True
2017-03-17 12:00:00,1,1.0,1.0,0.0006273525721455458,0.0006273525721455458,0.0262624212040403,training,0.0006273525721455458,True
2017-03-20 12:00:00,-1,-1.0,-1.0,0.02150470219435734,-0.02150470219435734,0.00475771900968296,training,0.02150470219435734,False
2017-03-21 12:00:00,1,1.0,1.0,-0.01491110686293243,-0.01491110686293243,-0.010153387853249471,training,0.01491110686293243,False
2017-03-22 12:00:00,1,1.0,1.0,0.012007746933505429,0.012007746933505429,0.001854359080255958,training,0.012007746933505429,True
2017-03-23 12:00:00,1,1.0,1.0,-0.0022328548644338117,-0.0022328548644338117,-0.0003784957841778537,training,0.0022328548644338117,False
2017-03-24 12:00:00,-1,-1.0,-1.0,0.010115790813080458,-0.010115790813080458,-0.010494286597258312,training,0.010115790813080458,False
2017-03-27 12:00:00,1,1.0,1.0,0.011434444658572592,0.011434444658572592,0.00094015806131428,training,0.011434444658572592,True
2017-03-28 12:00:00,1,1.0,1.0,0.007642825297751736,0.007642825297751736,0.008582983359066015,training,0.007642825297751736,True
2017-03-29 12:00:00,1,1.0,1.0,0.006456922200417829,0.006456922200417829,0.015039905559483844,training,0.006456922200417829,True
2017-03-30 12:00:00,-1,-1.0,-1.0,-0.007122147989411435,0.007122147989411435,0.022162053548895277,training,0.007122147989411435,True
2017-03-31 12:00:00,-1,-1.0,-1.0,0.012024801152376806,-0.012024801152376806,0.010137252396518472,training,0.012024801152376806,False
2017-04-03 12:00:00,1,1.0,1.0,-0.00019017432646589827,-0.00019017432646589827,0.009947078070052573,training,0.00019017432646589827,False
2017-04-04 12:00:00,1,1.0,1.0,0.0004428697962799225,0.0004428697962799225,0.010389947866332495,training,0.0004428697962799225,True
2017-04-05 12:00:00,1,1.0,1.0,-0.0033580434644870775,-0.0033580434644870775,0.007031904401845418,training,0.0033580434644870775,False
2017-04-06 12:00:00,-1,-1.0,-1.0,-0.0036975647073824954,0.0036975647073824954,0.010729469109227913,training,0.0036975647073824954,True
2017-04-07 12:00:00,1,1.0,1.0,0.0012716983531506326,0.0012716983531506326,0.012001167462378545,training,0.0012716983531506326,True
2017-04-10 12:00:00,1,1.0,1.0,0.004953324442750972,0.004953324442750972,0.016954491905129515,training,0.004953324442750972,True
2017-04-11 12:00:00,1,1.0,1.0,-0.0005703060642543969,-0.0005703060642543969,0.01638418584087512,training,0.0005703060642543969,False
