date,signal_direction,signal,prediction,target_return,pnl,cumulative_pnl,period,abs_return,hit
2017-02-08 12:00:00,-1,-1.0,-1.0,0.0029671542920230365,-0.0029671542920230365,-0.0029671542920230365,training,0.0029671542920230365,False
2017-02-09 12:00:00,1,1.0,1.0,-0.0015200718579423678,-0.0015200718579423678,-0.004487226149965404,training,0.0015200718579423678,False
2017-02-10 12:00:00,-1,-1.0,-1.0,0.0018665744901487052,-0.0018665744901487052,-0.006353800640114109,training,0.0018665744901487052,False
2017-02-13 12:00:00,1,1.0,1.0,-0.0033912381479687804,-0.0033912381479687804,-0.00974503878808289,training,0.0033912381479687804,False
2017-02-14 12:00:00,1,1.0,1.0,0.0006247830614368274,0.0006247830614368274,-0.009120255726646062,training,0.0006247830614368274,True
2017-02-15 12:00:00,-1,-1.0,-1.0,-0.006525511975008661,0.006525511975008661,-0.002594743751637401,training,0.006525511975008661,True
2017-02-16 12:00:00,1,1.0,1.0,0.003461884650003462,0.003461884650003462,0.000867140898366061,training,0.003461884650003462,True
2017-02-17 12:00:00,1,1.0,1.0,-0.0010338410641671078,-0.0010338410641671078,-0.00016670016580104681,training,0.0010338410641671078,False
2017-02-20 12:00:00,1,1.0,1.0,0.004476275738585536,0.004476275738585536,0.004309575572784489,training,0.004476275738585536,True
2017-02-21 12:00:00,-1,-1.0,-1.0,-0.00316848050695674,0.00316848050695674,0.007478056079741229,training,0.00316848050695674,True
2017-02-22 12:00:00,-1,-1.0,-1.0,-0.006322155030236307,0.006322155030236307,0.013800211109977535,training,0.006322155030236307,True
2017-02-23 12:00:00,1,1.0,1.0,0.0036930652441525924,0.0036930652441525924,0.017493276354130127,training,0.0036930652441525924,True
2017-02-24 12:00:00,-1,-1.0,-1.0,0.0028590878148401356,-0.0028590878148401356,0.01463418853928999,training,0.0028590878148401356,False
2017-02-27 12:00:00,-1,-1.0,-1.0,0.006745707277187114,-0.006745707277187114,0.007888481262102877,training,0.006745707277187114,False
2017-02-28 12:00:00,-1,-1.0,-1.0,0.008387888707037574,-0.008387888707037574,-0.000499407444934697,training,0.008387888707037574,False
2017-03-01 12:00:00,1,1.0,1.0,-0.005357510818050698,-0.005357510818050698,-0.005856918262985395,training,0.005357510818050698,False
2017-03-02 12:00:00,-1,-1.0,-1.0,0.0008271868753016099,-0.0008271868753016099,-0.006684105138287004,training,0.0008271868753016099,False
2017-03-03 12:00:00,1,1.0,1.0,0.004909757278196387,0.004909757278196387,-0.0017743478600906176,training,0.004909757278196387,True
2017-03-06 12:00:00,-1,-1.0,-1.0,0.0011050486912079329,-0.0011050486912079329,-0.0028793965512985504,training,0.0011050486912079329,False
2017-03-07 12:00:00,-1,-1.0,-1.0,0.005031706644609995,-0.005031706644609995,-0.007911103195908546,training,0.005031706644609995,False
2017-03-08 12:00:00,1,1.0,1.0,-0.006508793795873133,-0.006508793795873133,-0.014419896991781679,training,0.006508793795873133,False
2017-03-09 12:00:00,1,1.0,1.0,-0.002574987821003581,-0.002574987821003581,-0.01699488481278526,training,0.002574987821003581,False
2017-03-10 12:00:00,-1,-1.0,-1.0,-0.0,0.0,-0.01699488481278526,training,0.0,False
2017-03-13 12:00:00,1,1.0,1.0,0.00391526253233589,0.00391526253233589,-0.013079622280449371,training,0.00391526253233589,True
2017-03-14 12:00:00,-1,-1.0,-1.0,-0.0020228794642856585,0.0020228794642856585,-0.011056742816163713,training,0.0020228794642856585,True
2017-03-15 12:00:00,1,1.0,1.0,-0.00625347415230668,-0.00625347415230668,-0.01731021696847039,training,0.00625347415230668,False
2017-03-16 12:00:00,-1,-1.0,-1.0,6.972528238733026e-05,-6.972528238733026e-05,-0.017379942250857722,training,6.972528238733026e-05,False
2017-03-17 12:00:00,1,1.0,1.0,-0.003967977723633785,-0.003967977723633785,-0.021347919974491508,training,0.003967977723633785,False
2017-03-20 12:00:00,1,1.0,1.0,0.00278590332915432,0.00278590332915432,-0.018562016645337187,training,0.00278590332915432,True
2017-03-21 12:00:00,-1,-1.0,-1.0,-0.005299860529985989,0.005299860529985989,-0.013262156115351198,training,0.005299860529985989,True
2017-03-22 12:00:00,1,1.0,1.0,-0.0018746094563633286,-0.0018746094563633286,-0.015136765571714526,training,0.0018746094563633286,False
2017-03-23 12:00:00,1,1.0,1.0,0.0036849057915594877,0.0036849057915594877,-0.01145185978015504,training,0.0036849057915594877,True
2017-03-24 12:00:00,-1,-1.0,-1.0,-0.0023624235686492733,0.0023624235686492733,-0.009089436211505767,training,0.0023624235686492733,True
2017-03-27 12:00:00,1,1.0,1.0,0.0012486992715921388,0.0012486992715921388,-0.007840736939913629,training,0.0012486992715921388,True
2017-03-28 12:00:00,1,1.0,1.0,0.005958980044345993,0.005958980044345993,-0.0018817568955676357,training,0.005958980044345993,True
2017-03-29 12:00:00,-1,-1.0,-1.0,-0.0017247326664367024,0.0017247326664367024,-0.00015702422913093338,training,0.0017247326664367024,True
2017-03-30 12:00:00,-1,-1.0,-1.0,-0.002548384874991422,0.002548384874991422,0.0023913606458604887,training,0.002548384874991422,True
2017-03-31 12:00:00,-1,-1.0,-1.0,-0.0065413482062935836,0.0065413482062935836,0.008932708852154072,training,0.0065413482062935836,True
2017-04-03 12:00:00,1,1.0,1.0,0.0008907159986298313,0.0008907159986298313,0.009823424850783904,training,0.0008907159986298313,True
2017-04-04 12:00:00,1,1.0,1.0,-0.0002051562606852297,-0.0002051562606852297,0.009618268590098674,training,0.0002051562606852297,False
2017-04-05 12:00:00,1,1.0,1.0,0.0016413623307345718,0.0016413623307345718,0.011259630920833246,training,0.0016413623307345718,True
2017-04-06 12:00:00,1,1.0,1.0,0.004788616773840393,0.004788616773840393,0.01604824769467364,training,0.004788616773840393,True
2017-04-07 12:00:00,1,1.0,1.0,0.0006136224176723489,0.0006136224176723489,0.01666187011234599,training,0.0006136224176723489,True
2017-04-10 12:00:00,-1,-1.0,-1.0,0.0007484011430125543,-0.0007484011430125543,0.015913468969333433,training,0.0007484011430125543,False
2017-04-11 12:00:00,-1,-1.0,-1.0,-0.003877551020408117,0.003877551020408117,0.01979101998974155,training,0.003877551020408117,True
2017-04-12 12:00:00,-1,-1.0,-1.0,-0.0021749473254944144,0.0021749473254944144,0.021965967315235965,training,0.0021749473254944144,True
2017-04-13 12:00:00,1,1.0,1.0,-0.001357773251867054,-0.001357773251867054,0.02060819406336891,training,0.001357773251867054,False
2017-04-18 12:00:00,-1,-1.0,-1.0,0.007648054145516043,-0.007648054145516043,0.012960139917852867,training,0.007648054145516043,False
2017-04-19 12:00:00,1,1.0,1.0,-0.003195539842262706,-0.003195539842262706,0.009764600075590161,training,0.003195539842262706,False
2017-04-20 12:00:00,-1,-1.0,-1.0,0.00996587030716729,-0.00996587030716729,-0.00020127023157712892,training,0.00996587030716729,False
2017-04-21 12:00:00,-1,-1.0,-1.0,0.010383932231178998,-0.010383932231178998,-0.010585202462756127,training,0.010383932231178998,False
2017-04-24 12:00:00,1,1.0,1.0,-0.0038532993876006483,-0.0038532993876006483,-0.014438501850356776,training,0.0038532993876006483,False
2017-04-25 12:00:00,1,1.0,1.0,0.003179210726380593,0.003179210726380593,-0.011259291123976183,training,0.003179210726380593,True
2017-04-26 12:00:00,-1,-1.0,-1.0,-0.0013098028402040377,0.0013098028402040377,-0.009949488283772146,training,0.0013098028402040377,True
2017-04-27 12:00:00,-1,-1.0,-1.0,0.004180945853324288,-0.004180945853324288,-0.014130434137096434,training,0.004180945853324288,False
2017-04-28 12:00:00,1,1.0,1.0,-0.0002747064075270961,-0.0002747064075270961,-0.01440514054462353,training,0.0002747064075270961,False
2017-05-02 12:00:00,1,1.0,1.0,-0.004673860746443101,-0.004673860746443101,-0.01907900129106663,training,0.004673860746443101,False
2017-05-03 12:00:00,1,1.0,1.0,-0.00501614787329066,-0.00501614787329066,-0.02409514916435729,training,0.00501614787329066,False
2017-05-04 12:00:00,1,1.0,1.0,6.915629322281692e-05,6.915629322281692e-05,-0.024025992871134473,training,6.915629322281692e-05,True
2017-05-05 12:00:00,1,1.0,1.0,-0.001386001386001504,-0.001386001386001504,-0.025411994257135976,training,0.001386001386001504,False
2017-05-08 12:00:00,-1,-1.0,-1.0,-0.0005544389770601741,0.0005544389770601741,-0.024857555280075803,training,0.0005544389770601741,True
2017-05-09 12:00:00,-1,-1.0,-1.0,0.0005549774540410163,-0.0005549774540410163,-0.025412532734116818,training,0.0005549774540410163,False
2017-05-10 12:00:00,1,1.0,1.0,0.0011084938340030247,0.0011084938340030247,-0.024304038900113793,training,0.0011084938340030247,True
2017-05-11 12:00:00,1,1.0,1.0,0.003120232977395567,0.003120232977395567,-0.021183805922718225,training,0.003120232977395567,True
2017-05-12 12:00:00,-1,-1.0,-1.0,0.003868739205526786,-0.003868739205526786,-0.02505254512824501,training,0.003868739205526786,False
2017-05-15 12:00:00,1,1.0,1.0,0.0004849660523762864,0.0004849660523762864,-0.024567579075868724,training,0.0004849660523762864,True
2017-05-16 12:00:00,-1,-1.0,-1.0,-0.010614680172054955,0.010614680172054955,-0.013952898903813769,training,0.010614680172054955,True
2017-05-17 12:00:00,-1,-1.0,-1.0,-0.0013107968264918781,0.0013107968264918781,-0.01264210207732189,training,0.0013107968264918781,True
2017-05-18 12:00:00,1,1.0,1.0,-0.004194457814756334,-0.004194457814756334,-0.016836559892078225,training,0.004194457814756334,False
2017-05-19 12:00:00,1,1.0,1.0,-0.004410447246916234,-0.004410447246916234,-0.02124700713899446,training,0.004410447246916234,False
2017-05-22 12:00:00,1,1.0,1.0,0.001312880044223312,0.001312880044223312,-0.01993412709477115,training,0.001312880044223312,True
2017-05-23 12:00:00,-1,-1.0,-1.0,-0.004012174875484118,0.004012174875484118,-0.01592195221928703,training,0.004012174875484118,True
2017-05-24 12:00:00,1,1.0,1.0,0.0058079236672889676,0.0058079236672889676,-0.010114028551998062,training,0.0058079236672889676,True
2017-05-25 12:00:00,1,1.0,1.0,0.0029614325068870995,0.0029614325068870995,-0.0071525960451109625,training,0.0029614325068870995,True
2017-05-26 12:00:00,1,1.0,1.0,0.0019228128004395077,0.0019228128004395077,-0.005229783244671455,training,0.0019228128004395077,True
2017-05-29 12:00:00,1,1.0,1.0,0.000273822562979135,0.000273822562979135,-0.00495596068169232,training,0.000273822562979135,True
2017-05-30 12:00:00,1,1.0,1.0,-0.00034211426616497686,-0.00034211426616497686,-0.005298074947857297,training,0.00034211426616497686,False
2017-05-31 12:00:00,-1,-1.0,-1.0,-0.0013011916175866163,0.0013011916175866163,-0.00399688333027068,training,0.0013011916175866163,True
2017-06-01 12:00:00,1,1.0,1.0,0.0013693940431358344,0.0013693940431358344,-0.0026274892871348456,training,0.0013693940431358344,True
2017-06-02 12:00:00,1,1.0,1.0,0.0006144183506280954,0.0006144183506280954,-0.0020130709365067502,training,0.0006144183506280954,True
2017-06-05 12:00:00,1,1.0,1.0,0.00280265226604687,0.00280265226604687,0.0007895813295401197,training,0.00280265226604687,True
2017-06-06 12:00:00,1,1.0,1.0,-0.0021801335331788608,-0.0021801335331788608,-0.001390552203638741,training,0.0021801335331788608,False
