date,portfolio_return_pct,num_positions,total_notional,cumulative_return_pct,utilization_pct
2025-09-01,0.09194085000000021,20,42490854.2,0.09194085000000021,84.98170840000002
2025-09-02,0.09156349999999859,27,44435376.15,0.18350434999999882,88.8707523
2025-09-03,-0.07681024999999958,27,44470451.2,0.10669409999999924,88.94090240000001
2025-09-04,-0.1284582500000009,27,44551518.550000004,-0.021764150000001675,89.10303710000001
2025-09-05,-0.033362100000000464,27,37661595.95,-0.05512625000000214,75.32319190000001
2025-09-08,-0.0065155000000007915,27,44008319.925,-0.06164175000000293,88.01663984999999
2025-09-09,0.05437719999999903,27,44191721.475,-0.007264550000003901,88.38344295
2025-09-10,0.029539050000002287,27,41069128.525,0.022274499999998386,82.13825704999999
2025-09-11,0.17567294999999927,27,44033761.449999996,0.19794744999999767,88.0675229
2025-09-12,-0.2780855499999999,27,44110548.225,-0.08013810000000224,88.22109645
2025-09-15,0.14132900000000112,27,43825800.9,0.06119089999999888,87.6516018
2025-09-16,-0.1944279000000005,27,40975064.425,-0.1332370000000016,81.95012885
2025-09-17,-0.27889869999999767,27,44272304.0,-0.41213569999999927,88.544608
2025-09-18,0.0871071499999998,27,43839154.325,-0.32502854999999947,87.67830865
2025-09-19,-0.1434670000000006,27,43682707.025,-0.4684955500000001,87.36541405
2025-09-22,-0.23706099999999922,27,43902004.525,-0.7055565499999993,87.80400905
2025-09-23,-0.12657594999999988,27,43916041.0,-0.8321324999999992,87.832082
2025-09-24,0.09129575000000055,27,40644934.0,-0.7408367499999986,81.289868
2025-09-25,-0.10782740000000203,27,44111307.775,-0.8486641500000006,88.22261555
2025-09-26,-0.41005380000000047,27,44394397.375,-1.2587179500000012,88.78879475
2025-09-29,-0.060311200000000224,27,44084398.625,-1.3190291500000013,88.16879725
