id_specific,extra_key,value_ts,strategy,internal_code,ric,ticker,target_notional,currency,target_contracts,ref_price,advisor_name
CB,S1_ZLc1,2025-09-19 17:19,S1,ZLc1,BO1 Comdty,BO1 Comdty,273402.0,USD,9,50.63,Christian BEULEN
CB,S1_Cc1,2025-09-19 17:19,S1,Cc1,C 1 Comdty,C 1 Comdty,274787.5,USD,13,422.75,Christian BEULEN
CB,S1_CTc1,2025-09-19 17:19,S1,CTc1,CT1 Comdty,CT1 Comdty,-265520.0,USD,-8,66.38,Christian BEULEN
CB,S1_Sc1,2025-09-19 17:19,S1,Sc1,S 1 Comdty,S 1 Comdty,256312.5,USD,5,1025.25,Christian BEULEN
CB,S1_ZMc1,2025-09-19 17:19,S1,ZMc1,SM1 Comdty,SM1 Comdty,-284200.0,USD,-10,284.2,Christian BEULEN
CB,S1_Wc1,2025-09-19 17:19,S1,Wc1,W 1 Comdty,W 1 Comdty,260375.0,USD,10,520.75,Christian BEULEN
CB,S1_ZFc1,2025-09-19 17:19,S1,ZFc1,FV1 Comdty,FV1 Comdty,-765898.44,USD,-7,109.4140625,Christian BEULEN
CB,S1_FGBMc1,2025-09-19 17:19,S1,FGBMc1,OE1 Comdty,OE1 Comdty,-691505.15,EUR,-5,138.301031,Christian BEULEN
CB,S1_FGBLc1,2025-09-19 17:19,S1,FGBLc1,RX1 Comdty,RX1 Comdty,-753311.73,EUR,-5,150.6623466,Christian BEULEN
CB,S1_ZNc1,2025-09-19 17:19,S1,ZNc1,TY1 Comdty,TY1 Comdty,789359.38,USD,7,112.765625,Christian BEULEN
CB,S1_ZBc1,2025-09-19 17:19,S1,ZBc1,US1 Comdty,US1 Comdty,-698250.0,USD,-6,116.375,Christian BEULEN
CB,S1_CLc1,2025-09-19 17:19,S1,CLc1,CL1 Comdty,CL1 Comdty,249720.0,USD,4,62.43,Christian BEULEN
CB,S1_HGc1,2025-09-19 17:19,S1,HGc1,HG1 Comdty,HG1 Comdty,231575.0,USD,2,4.6315,Christian BEULEN
CB,S1_NGc1,2025-09-19 17:19,S1,NGc1,NG1 Comdty,NG1 Comdty,230480.0,USD,8,2.881,Christian BEULEN
CB,S1_PLc1,2025-09-19 17:19,S1,PLc1,PL1 Comdty,PL1 Comdty,-212700.0,USD,-3,1418.0,Christian BEULEN
CB,S1_SIc1,2025-09-19 17:19,S1,SIc1,SI1 Comdty,SI1 Comdty,-214925.0,USD,-1,42.985,Christian BEULEN
CB,S1_ESc1,2025-09-19 17:19,S1,ESc1,ES1 Index,ES1 Index,-1006387.5,USD,-3,6709.25,Christian BEULEN
CB,S1_NQc1,2025-09-19 17:19,S1,NQc1,NQ1 Index,NQ1 Index,992120.0,USD,2,24803.0,Christian BEULEN
CB,S1_TFSc1,2025-09-19 17:19,S1,TFSc1,RTY1 Index,RTY1 Index,-1237100.0,USD,-10,2474.2,Christian BEULEN
CB,S1_ADc1,2025-09-19 17:19,S1,ADc1,AD1 Curncy,AD1 Curncy,-990450.0,USD,-15,0.6603,Christian BEULEN
CB,S1_BPc1,2025-09-19 17:19,S1,BPc1,BP1 Curncy,BP1 Curncy,926681.25,USD,11,1.3479,Christian BEULEN
CB,S1_UROc1,2025-09-19 17:19,S1,UROc1,EC1 Curncy,EC1 Curncy,-885562.5,USD,-6,1.18075,Christian BEULEN
CB,S1_JYc1,2025-09-19 17:19,S1,JYc1,JY1 Curncy,JY1 Curncy,937475.0,USD,11,0.006818,Christian BEULEN
