id_specific,extra_key,value_ts,strategy,internal_code,ric,ticker,target_notional,currency,target_contracts,ref_price,advisor_name
CB,S1_nan,2025-09-18 08:57,S1,nan,BO1 Comdty,BO1 Comdty,-276372.0,USD,-9,51.18,Christian BEULEN
CB,S1_nan,2025-09-18 08:57,S1,nan,C 1 Comdty,C 1 Comdty,277550.0,USD,13,427.0,Christian BEULEN
CB,S1_nan,2025-09-18 08:57,S1,nan,CTZ5 Comdty,CTZ5 Comdty,267160.0,USD,8,66.79,Christian BEULEN
CB,S1_nan,2025-09-18 08:57,S1,nan,S X5 Comdty,S X5 Comdty,260187.5,USD,5,1040.75,Christian BEULEN
CB,S1_nan,2025-09-18 08:57,S1,nan,SMZ5 Comdty,SMZ5 Comdty,-282800.0,USD,-10,282.8,Christian BEULEN
CB,S1_nan,2025-09-18 08:57,S1,nan,W Z5 Comdty,W Z5 Comdty,265375.0,USD,10,530.75,Christian BEULEN
CB,S1_nan,2025-09-18 08:57,S1,nan,ESU5 Index,ESU5 Index,1007475.0,USD,3,6716.5,Christian BEULEN
CB,S1_nan,2025-09-18 08:57,S1,nan,NQU5 Index,NQU5 Index,-988910.0,USD,-2,24722.75,Christian BEULEN
CB,S1_nan,2025-09-18 08:57,S1,nan,RTYU5 Index,RTYU5 Index,-1230150.0,USD,-10,2460.3,Christian BEULEN
CB,S1_nan,2025-09-18 08:57,S1,nan,CLV5 Comdty,CLV5 Comdty,191640.0,USD,3,63.88,Christian BEULEN
CB,S1_nan,2025-09-18 08:57,S1,nan,NGV25 Comdty,NGV25 Comdty,-246240.0,USD,-8,3.078,Christian BEULEN
CB,S1_nan,2025-09-18 08:57,S1,nan,AD1 Curncy,AD1 Curncy,-997050.0,USD,-15,0.6647,Christian BEULEN
CB,S1_nan,2025-09-18 08:57,S1,nan,BP1 Curncy,BP1 Curncy,-938093.75,USD,-11,1.3645,Christian BEULEN
CB,S1_nan,2025-09-18 08:57,S1,nan,ECU5 Curncy,ECU5 Curncy,-891450.0,USD,-6,1.1886,Christian BEULEN
CB,S1_nan,2025-09-18 08:57,S1,nan,JYU5 Curncy,JYU5 Curncy,-940637.5,USD,-11,0.006841,Christian BEULEN
CB,S1_nan,2025-09-18 08:57,S1,nan,HGZ5 Comdty,HGZ5 Comdty,230925.0,USD,2,4.6185,Christian BEULEN
CB,S1_nan,2025-09-18 08:57,S1,nan,PLV5 Comdty,PLV5 Comdty,209745.0,USD,3,1398.3,Christian BEULEN
CB,S1_nan,2025-09-18 08:57,S1,nan,SIZ5 Comdty,SIZ5 Comdty,-210850.0,USD,-1,42.17,Christian BEULEN
CB,S1_nan,2025-09-18 08:57,S1,nan,OEU5 Comdty,OEU5 Comdty,697266.68,EUR,5,139.4533361,Christian BEULEN
CB,S1_nan,2025-09-18 08:57,S1,nan,RXU5 Comdty,RXU5 Comdty,761546.97,EUR,5,152.30939379999998,Christian BEULEN
CB,S1_nan,2025-09-18 08:57,S1,nan,FVZ5 Comdty,FVZ5 Comdty,767921.88,USD,7,109.703125,Christian BEULEN
CB,S1_nan,2025-09-18 08:57,S1,nan,TYZ5 Comdty,TYZ5 Comdty,792968.75,USD,7,113.28125,Christian BEULEN
CB,S1_nan,2025-09-18 08:57,S1,nan,USZ5 Comdty,USZ5 Comdty,706312.5,USD,6,117.71875,Christian BEULEN
